"eta","SNR","dataSpars","truZeroPerc","falseZeroperc","mechaZeroperc","integerizZeroPerc","rep","id","x1","rawCount1","rawCount2","rawCount3","rawCount4","rawCount5","rawCount6","rawCount7","rawCount8","rawCount9","rawCount10","rawCount11","rawCount12","rawCount13","rawCount14","rawCount15","rawCount16","rawCount17","rawCount18","rawCount19","rawCount20","rawCount21","rawCount22","rawCount23","rawCount24","rawCount25","rawCount26","rawCount27","rawCount28","rawCount29","rawCount30","rawCount31","rawCount32","rawCount33","rawCount34","rawCount35","rawCount36","rawCount37","rawCount38","rawCount39","rawCount40","rawCount41","rawCount42","rawCount43","rawCount44","rawCount45","rawCount46","rawCount47","rawCount48","rawCount49","rawCount50","rawCount51","rawCount52","rawCount53","rawCount54","rawCount55","rawCount56","rawCount57","rawCount58","rawCount59","rawCount60","rawCount61","rawCount62","rawCount63","rawCount64","rawCount65","rawCount66","rawCount67","rawCount68","rawCount69","rawCount70","rawCount71","rawCount72","rawCount73","rawCount74","rawCount75","rawCount76","rawCount77","rawCount78","rawCount79","rawCount80","rawCount81","rawCount82","rawCount83","rawCount84","rawCount85","rawCount86","rawCount87","rawCount88","rawCount89","rawCount90","rawCount91","rawCount92","rawCount93","rawCount94","rawCount95","rawCount96","rawCount97","rawCount98","rawCount99","rawCount100","rawCount101","rawCount102","rawCount103","rawCount104","rawCount105","rawCount106","rawCount107","rawCount108","rawCount109","rawCount110","rawCount111","rawCount112","rawCount113","rawCount114","rawCount115","rawCount116","rawCount117","rawCount118","rawCount119","rawCount120","rawCount121","rawCount122","rawCount123","rawCount124","rawCount125","rawCount126","rawCount127","rawCount128","rawCount129","rawCount130","rawCount131","rawCount132","rawCount133","rawCount134","rawCount135","rawCount136","rawCount137","rawCount138","rawCount139","rawCount140","rawCount141","rawCount142","rawCount143","rawCount144","rawCount145","rawCount146","rawCount147","rawCount148","rawCount149","rawCount150","rawCount151","rawCount152","rawCount153","rawCount154","rawCount155","rawCount156","rawCount157","rawCount158","rawCount159","rawCount160","rawCount161","rawCount162","rawCount163","rawCount164","rawCount165","rawCount166","rawCount167","rawCount168","rawCount169","rawCount170","rawCount171","rawCount172","rawCount173","rawCount174","rawCount175","rawCount176","rawCount177","rawCount178","rawCount179","rawCount180","rawCount181","rawCount182","rawCount183","rawCount184","rawCount185","rawCount186","rawCount187","rawCount188","rawCount189","rawCount190","rawCount191","rawCount192","rawCount193","rawCount194","rawCount195","rawCount196","rawCount197","rawCount198","rawCount199","rawCount200","rawCount201","rawCount202","rawCount203","rawCount204","rawCount205","rawCount206","rawCount207","rawCount208","rawCount209","rawCount210","rawCount211","rawCount212","rawCount213","rawCount214","rawCount215","rawCount216","rawCount217","rawCount218"
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,35,0,0,0,0,15,6,20,0,0,7,0,0,0,1,0,4,0,0,4,0,0,9,0,0,0,9,0,179,39,6,0,53,8,493,2,0,0,67,0,0,2,0,0,0,61,0,60,0,0,4,0,4,0,0,114,6,2,5,0,0,5,6,4,0,6,21,32,20,5,0,0,8,0,6,26,0,25,1,0,0,0,0,0,0,0,0,24,0,1,0,0,0,33,6,0,12,23,0,29,9,10,0,71,0,0,0,0,0,3,0,0,5,37,221,0,2,0,0,14,0,20,0,37,0,32,65,5,0,0,10,0,1,0,0,0,0,36,30,0,0,0,0,4,0,20,0,0,0,0,0,3,0,0,0,0,0,35,0,0,11,0,12,1,0,0,12,0,0,0,0,0,0,13,0,0,0,32,0,292,0,0,0,0,0,0,1,0,8,20,18,0,28,0,0,6,0,0,34,0,14,0,19,0,430,8,0,0,0,72,0,0,0,0,0,0,0,1,0,29
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,36,1,0,43,0,4,91,503,0,0,0,0,166,0,11,0,0,0,16,0,0,31,0,90,0,0,0,0,0,0,0,103,6,0,50,106,0,43,5,12,25,0,0,0,0,54,40,0,0,0,0,18,0,10,0,0,39,0,93,0,0,0,0,0,0,75,0,0,0,0,0,0,92,34,21,0,2,1,0,96,13,2,0,0,0,0,111,0,0,0,0,0,0,9,137,0,3,522,0,0,119,237,0,29,0,2,0,0,0,0,5,0,0,0,0,0,0,0,92,36,140,3,373,0,70,18,0,0,0,0,0,0,2,0,0,0,0,341,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,49,0,0,22,3,0,3,0,35,0,0,0,0,0,1,0,42,0,0,0,0,364,0,0,3,0,0,0,60,1,0,0,0,326,203,49,0,0,0,0,0,32,0,0,0,0,0,0,1,0,3,1,0,0,0,0,17,0,0,3,1,39,0,2
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,37,1,0,82,37,6,162,1044,0,0,0,0,421,507,0,0,2,0,0,0,10,0,0,160,0,0,0,0,0,0,0,0,5,0,12,124,0,0,9,0,88,0,0,0,0,31,43,3,0,0,0,44,8,6,0,87,0,0,0,0,0,67,189,0,2,93,0,0,842,198,0,0,71,53,33,0,0,77,0,166,0,0,208,0,0,4,189,0,0,23,0,0,0,9,279,0,21,732,1,9,0,302,61,0,0,0,0,0,0,0,0,0,18,7,0,1,0,0,96,0,320,0,327,18,0,0,1,0,0,0,14,0,0,1,0,0,0,884,0,0,9,3,0,0,3,0,8,24,0,0,0,55,0,0,0,0,0,0,6,34,0,0,27,0,53,0,8,0,0,0,0,0,0,60,0,0,0,0,0,12,0,0,0,0,0,0,28,0,0,1058,0,58,0,2,17,0,0,0,17,0,0,0,0,11,16,14,0,0,0,0,0,0,0,44,0,9,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,38,0,0,0,0,0,10,17,0,27,0,4,12,0,15,0,0,0,0,0,0,0,10,0,5,0,2,0,0,22,7,10,0,3,0,0,0,0,0,0,0,0,185,2,13,5,3,17,0,0,2,0,0,21,0,0,2,0,8,0,0,6,0,4,0,0,6,7,36,0,0,3,0,0,326,71,84,0,10,5,0,0,0,1,0,0,0,0,3,9,0,13,28,19,0,0,36,37,0,0,17,7,0,0,0,0,0,0,0,74,0,0,0,0,0,0,1,4,0,10,9,21,0,0,2,34,0,0,16,7,0,0,0,0,0,0,0,21,0,3,0,0,7,0,0,0,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,0,18,0,14,0,13,0,2,12,0,0,0,1,62,0,0,0,24,0,0,0,540,1,8,0,0,38,3,0,0,0,5,516,0,0,0,14,14,3,0,1,18,0,12,6,0,4,8
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,39,0,0,3,0,0,11,0,0,3,68,0,18,20,0,0,0,0,0,1,0,0,14,4,0,0,5,0,0,0,11,0,32,0,46,0,0,0,3,15,0,0,30,0,2,10,0,0,0,4,0,0,3,0,0,0,0,0,6,1,0,5,0,0,0,0,10,0,26,0,0,0,3,0,44,339,7,0,9,0,27,15,9,0,0,0,8,0,0,4,0,2,36,0,0,0,38,0,0,0,0,7,10,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,6,0,11,22,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,19,2,0,9,0,0,13,0,3,0,0,0,11,0,3,0,7,0,0,0,0,0,0,3,0,0,36,3,0,0,108,7,1,24,9,0,0,0,0,0,47,0,11,0,0,0,1,1,346,1,0,43,23,0,0,0,0,0,0,9,0,8,1,0,0,8,7,0,64,6,0,0,18,3,0,0,0,0,0,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,40,0,0,0,4,16,16,37,0,0,14,0,0,0,10,0,10,3,0,1,0,1,5,11,120,0,37,0,37,0,32,44,16,0,137,0,4,0,23,4,0,0,331,0,0,636,4,98,28,9,4,0,0,57,0,0,0,59,0,2,5,0,0,6,316,0,19,0,75,18,0,0,9,0,48,0,15,0,5,11,80,0,25,2,0,0,14,0,0,7,0,32,0,60,0,5,552,39,0,58,17,11,0,61,53,5,0,0,3,9,82,23,0,36,0,0,0,0,9,8,20,28,0,0,9,869,0,13,6,0,45,0,6,0,13,0,0,67,0,23,0,0,101,13,0,9,0,0,2,1,0,0,3,19,0,0,0,8,0,0,59,9,0,0,8,0,18,0,0,4,0,0,0,0,19,41,0,0,0,0,0,1,0,3,4,0,1,0,133,70,0,0,0,0,8,0,5,0,69,0,69,0,30,14,0,0,0,1,0,97,0,0,0,15,0,0,140,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,41,1,3,84,30,4,0,439,0,46,0,0,0,288,0,0,0,0,0,0,0,25,1,0,2,38,0,0,27,529,0,0,8,0,0,0,0,24,6,0,0,0,12,0,0,0,30,0,0,0,0,0,0,4,0,104,0,0,180,0,0,0,79,91,0,0,0,0,321,123,0,0,120,0,0,0,0,0,0,0,12,0,135,0,0,10,122,0,0,0,0,0,0,14,60,0,12,285,7,0,0,206,12,0,0,0,0,3,3,0,79,57,0,0,0,19,0,16,63,0,0,9,187,0,0,28,0,0,0,0,0,0,0,0,0,5,0,484,0,0,0,0,0,0,0,0,0,4,0,0,0,71,0,0,0,0,0,0,0,39,0,0,1,0,47,0,0,0,0,0,0,1,48,6,0,0,0,549,0,0,0,0,31,0,70,6,27,0,0,475,118,55,0,81,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,43,0,0,0,19,0,0,7
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,42,0,0,2,0,0,0,0,0,0,0,0,7,10,0,1,0,0,19,0,0,0,0,8,5,0,0,0,0,0,14,0,6,7,26,0,0,0,0,8,0,0,5,0,5,26,0,3,0,0,0,0,2,16,1,40,3,0,0,0,0,0,0,0,0,0,0,6,24,9,0,0,0,5,12,898,0,0,0,3,4,38,4,0,0,0,6,0,0,5,2,2,25,0,0,0,0,28,0,0,0,0,4,80,0,6,0,0,4,0,46,0,38,0,7,0,0,0,6,3,0,32,16,18,5,20,31,2,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,16,2,0,4,0,0,4,0,0,0,0,0,42,0,1,0,2,0,0,0,0,0,41,3,0,0,0,1,0,0,36,0,0,0,0,0,0,0,1,2,7,1,0,0,23,0,0,0,0,2,4,0,1,0,0,0,0,5,3,125,34,0,0,0,18,3,0,0,14,7,11,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,43,0,0,4,0,21,0,31,0,0,9,0,0,33,0,0,14,4,0,0,3,0,0,0,11,1,0,0,17,0,39,0,0,0,0,6,0,9,97,4,138,0,52,0,0,0,0,0,0,0,0,2,0,30,10,113,0,0,0,0,35,0,0,6,0,0,12,6,0,0,0,0,13,0,34,0,0,31,43,10,929,1,8,0,0,186,0,2,7,221,9,1,29,33,15,0,105,37,0,0,23,12,165,51,0,10,3,2,30,11,0,235,0,0,908,28,0,0,18,21,13,43,0,25,6,243,0,0,6,0,0,0,5,3,2,0,0,41,0,0,0,0,0,2,0,1,0,250,0,0,0,7,0,0,0,5,0,0,90,0,0,1,21,0,0,0,76,82,4,0,0,1,5,0,0,0,0,0,13,25,0,40,0,0,3,0,0,0,0,42,14,0,5,57,0,15,0,0,0,0,0,0,8,11,3,0,14,0,0,8,0,0,2,8,0,41,9,2,3,5
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,44,0,0,0,0,17,0,0,0,254,0,0,15,0,0,0,0,4,44,0,0,0,0,9,252,0,2,0,251,43,31,29,32,14,192,7,0,4,31,64,89,0,63,0,0,0,0,0,2,0,6,0,94,42,0,55,0,28,0,2,0,0,8,0,0,0,14,4,27,0,0,0,0,9,0,5,17,20,4,9,105,0,8,0,8,64,9,0,6,117,0,6,56,0,0,0,0,62,0,0,0,15,10,171,8,0,6,0,17,14,0,77,3,0,182,45,0,0,14,8,11,59,27,0,0,57,3,0,0,0,0,0,8,0,0,0,34,40,0,8,8,0,12,6,0,0,0,0,0,11,6,8,4,11,10,11,0,0,1562,0,0,8,134,0,9,0,0,37,0,0,1,7,9,0,0,66,0,119,0,0,0,31,0,3,2,3,0,18,19,78,0,0,0,25,0,19,0,0,0,2,0,17,24,0,54,7,0,2,0,0,0,0,4,0,145,40,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,45,0,0,2,0,0,0,44,0,19,11,0,0,0,0,0,0,1,8,0,0,0,0,4,0,0,0,2,0,60,0,35,0,0,28,0,0,0,21,0,61,47,0,2,0,196,0,0,12,4,3,0,0,20,0,50,3,0,9,0,15,7,0,4,0,14,0,27,48,9,2,0,0,7,0,242,0,0,79,0,0,1,9,0,7,0,20,0,0,190,0,0,39,54,8,0,119,33,9,37,7,10,0,42,0,1,0,0,0,14,41,0,0,0,0,0,0,0,11,36,12,20,29,0,0,0,0,3,13,0,0,0,4,1,0,3,0,27,0,3,22,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,32,3,0,48,2,3,29,5,46,0,0,0,59,0,0,0,0,0,0,0,2,0,44,0,0,12,15,0,13,0,1,43,0,13,12,6,0,0,0,4,3,0,0,0,0,0,0,11,0,14,2,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,46,1,0,34,26,0,0,257,0,0,13,0,190,0,4,0,0,0,4,0,0,0,3,52,6,16,0,12,4,397,5,0,2,0,29,0,0,0,55,0,0,0,41,0,0,47,0,26,3,55,0,0,0,0,0,492,0,0,0,0,0,71,61,49,0,58,3,0,415,98,0,0,161,0,0,0,0,0,0,91,51,0,0,19,0,0,93,0,0,0,0,0,0,0,67,0,0,573,0,8,130,113,8,0,0,2,0,0,0,0,9,0,3,51,5,0,0,112,0,0,0,0,0,17,53,2,0,0,0,13,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,0,0,30,0,0,0,50,0,0,0,0,0,0,0,61,80,0,0,0,0,0,0,16,0,0,31,26,12,17,0,0,0,241,13,9,0,0,5,0,34,8,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,2,6,32,53,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,47,0,0,3,0,0,8,0,0,0,30,0,0,34,0,0,0,0,8,0,0,0,15,12,0,2,0,0,104,65,11,0,34,0,0,0,3,0,0,0,0,12,26,0,8,725,1,1415,0,4,5,0,0,15,0,31,0,0,15,0,0,8,0,6,0,7,0,0,40,0,2,0,0,0,73,184,12,23,0,0,8,0,12,0,5,12,29,4,0,106,0,117,45,38,11,6,0,33,0,33,0,12,17,14,0,0,0,0,0,13,0,21,0,0,64,0,0,0,12,0,20,42,23,22,9,0,0,10,20,16,0,0,0,0,5,0,0,0,0,0,4,0,0,3,7,0,0,47,0,0,0,0,0,9,0,0,3,0,23,2,0,0,0,0,6,5,17,98,8,3,3,0,0,0,47,28,0,40,8,0,0,9,0,4,0,0,0,0,0,36,15,0,0,0,0,0,0,0,37,0,6,0,0,0,193,13,0,0,0,14,4,0,0,0,0,27,263,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,48,0,1,3,0,9,0,0,3,0,15,0,0,0,37,0,0,0,104,0,0,0,0,5,12,1,0,0,2,49,15,0,0,8,385,0,0,2,28,0,0,0,0,2,0,7,0,13,0,6,0,0,0,24,0,236,3,0,8,0,2,0,3,0,14,4,8,0,19,8,0,4,5,0,93,4,0,0,0,0,66,0,4,0,0,4,8,0,0,23,0,22,40,42,0,0,11,41,0,0,0,0,0,15,0,2,0,0,8,0,0,2,0,0,12,0,0,0,4,2,0,65,12,0,7,6,3,5,13,5,0,18,10,0,0,0,0,46,0,0,0,11,0,0,0,34,0,9,0,0,0,0,0,8,0,9,0,0,0,0,0,0,2,0,0,0,5,0,0,6,0,0,0,0,0,21,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,89,0,3,0,1,30,4,2,0,29,0,78,43,0,0,0,15,0,4,1,0,0,0,37,0,0,3
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,49,0,0,0,0,18,8,29,0,0,21,12,0,0,15,0,52,0,56,0,0,0,0,13,13,0,0,0,206,50,25,0,26,17,9,0,2,0,54,0,14,33,0,0,0,0,0,0,0,0,0,0,10,0,0,402,3,26,21,0,0,0,0,5,0,2,6,4,84,0,0,0,0,0,0,278,7,0,10,0,15,0,15,0,8,159,0,8,0,3,0,102,47,43,17,0,0,0,0,60,18,10,419,0,5,2,0,13,0,10,167,303,25,0,17,353,0,5,0,0,14,57,0,0,6,8,26,4,16,0,0,0,4,3,0,0,0,57,9,4,55,0,0,0,1,0,4,0,0,0,0,0,5,4,16,1,3,81,0,3,0,66,40,4,0,9,0,0,0,0,39,17,6,0,12,0,0,41,263,0,0,3,0,2,3,43,0,0,0,0,0,0,0,88,9,10,0,1,0,0,7,0,6,0,0,11,18,0,0,0,0,0,1,0,17,14,0,0,10,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,50,0,272,5,1,22,11,45,2,0,16,4,12,0,0,0,0,0,618,0,0,0,17,6,83,0,0,2,10,27,12,13,32,11,0,0,0,0,24,166,0,0,89,0,0,18,0,11,5,0,3,0,0,18,1,56,0,0,0,0,0,0,0,0,0,0,17,0,38,0,0,4,6,0,117,38,0,107,0,0,6,0,8,2,0,10,5,0,3,144,0,6,34,0,8,6,64,61,0,0,9,0,12,11,0,0,0,0,0,0,0,8,67,0,129,5,0,0,0,23,0,0,0,12,4,0,0,0,0,21,0,0,0,4,0,0,35,32,0,31,2,0,1,0,0,26,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,13,0,5,3,15,7,46,0,0,0,0,0,0,0,0,0,0,0,1,3,38,7,0,0,0,0,0,20,0,0,0,0,0,0,16,15,14,0,0,2,364,0,0,0,5,4,15,68,0,0,4
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,51,1,0,0,31,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,96,0,24,0,0,0,485,2,0,8,0,0,46,0,36,15,0,0,0,19,0,0,0,0,0,0,109,0,15,0,4,0,0,0,0,0,0,0,0,40,63,0,72,2,0,523,0,0,0,90,0,0,5,30,26,0,66,13,41,200,24,0,7,0,0,0,0,0,0,17,6,143,0,271,615,0,14,0,224,0,1,0,0,0,0,0,0,16,0,2,0,0,66,0,3,61,0,0,6,220,0,52,13,0,1,0,0,0,0,1,0,0,0,0,420,11,0,0,246,0,0,0,0,0,0,0,8,0,30,0,0,0,0,84,0,3,15,0,0,0,0,50,0,53,0,0,0,0,0,28,0,0,7,0,438,0,1,5,0,0,38,39,0,27,0,0,0,138,25,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,4
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,52,0,13,7,0,0,16,47,2,958,52,12,27,43,4,0,0,0,0,0,0,0,7,0,0,0,200,0,0,146,0,9,89,39,0,0,0,5,0,53,117,0,68,0,140,10,0,91,0,8,4,2,43,0,0,861,0,448,25,0,80,10,4,11,24,10,16,0,72,0,0,25,14,0,70,0,31,48,0,15,4482,0,14,2,10,97,23,6,3,17,2,0,0,92,18,1,34,0,8,0,26,0,25,4,12,0,0,0,0,114,2,0,30,2,0,9,4,8,23,15,0,107,47,0,7,0,0,0,23,0,0,0,0,0,4,13,1,0,105,0,0,5,0,0,27,5,0,54,0,21,0,10,0,25,7,15,3,83,0,3,0,0,0,0,8,0,15,9,2,0,3,16,6,21,3,71,2,62,46,0,4,185,0,0,0,0,2,0,0,54,17,3,0,23,0,0,0,0,32,0,0,22,0,0,222,88,15,9,0,0,0,4,0,2,0,25,0,5,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,53,0,0,0,1,10,13,23,0,0,11,0,0,0,40,0,10,0,20,1,14,0,35,0,8,0,0,0,8,29,0,62,2,0,262,0,3,0,52,0,18,0,0,0,10,62,0,0,0,0,0,0,53,14,0,0,0,0,9,0,0,0,8,0,0,10,8,0,35,5,0,6,0,0,277,0,7,33,0,11,22,0,7,0,5,376,0,9,12,198,0,2,38,0,7,0,6,22,0,0,5,7,5,110,0,2,4,0,0,0,0,26,0,0,49,4,0,0,0,0,11,51,0,2,0,0,0,4,0,5,0,21,2,0,33,0,6,36,39,16,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,247,0,321,0,0,0,0,13,2,0,0,0,2,0,0,32,8,28,190,83,0,14,0,0,2,0,0,0,0,31,12,0,12,272,0,4,0,0,0,0,0,0,0,0,0,0,3,0,19,5,4,7,0,3,0,37,0,0,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,54,0,0,5,2,10,12,31,0,0,10,0,16,20,65,0,58,0,12,0,11,0,100,7,12,0,0,0,9,32,0,3,0,0,0,4,0,0,55,0,0,0,27,0,0,0,0,14,35,2,13,0,0,12,0,27,0,10,12,0,0,0,5,4,49,6,12,0,22,14,0,0,0,0,94,107,1,0,0,5,0,0,8,0,0,0,13,0,0,3,0,7,24,34,0,1,1,28,1,0,6,6,0,58,0,8,0,0,6,28,0,212,0,0,21,0,0,0,5,0,0,18,17,197,0,0,0,5,43,0,1,0,5,3,0,0,11,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,2,0,0,265,2,0,1,3,0,0,0,8,0,0,0,4,0,0,39,0,23,0,0,0,48,62,0,0,0,0,6,0,28,0,0,0,112,0,11,2,0,23,0,0,0,0,12,0,0,6,0,0,0,3,0,0,0,0,0,0,3,3,9
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,55,1,0,110,0,0,96,1414,1,0,10,0,269,330,23,0,4,0,20,0,0,51,0,0,4,24,0,33,4,999,2,0,0,3,0,72,0,41,0,0,0,3,1315,0,0,16,0,22,0,118,0,31,0,3,0,0,75,0,139,1,0,103,173,63,0,62,0,0,964,158,0,1,89,0,385,0,0,0,0,167,26,0,0,0,0,0,0,0,0,7,0,0,0,11,154,0,12,0,1,14,0,115,10,13,0,0,2,4,0,0,9,11,0,0,18,0,0,48,198,0,312,12,0,0,86,32,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,15,0,0,0,15,0,16,0,0,0,0,0,3,0,0,55,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,117,6,0,4,0,781,0,0,0,0,0,0,66,0,28,0,2,708,136,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,41,0,0,0,0,70,3,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,56,0,5,0,2,18,19,55,0,16,30,0,28,0,5,0,0,0,1,0,5,2,10,9,132,1,10,0,220,0,7,5,1,0,46,3,3,0,16,0,0,0,0,0,9,0,0,970,0,6,0,2,1,43,0,33,0,0,0,0,0,0,0,0,0,8,15,0,51,0,2,5,7,0,341,27,1,0,18,0,47,0,10,0,0,0,13,0,8,0,0,0,62,51,7,0,0,0,0,0,16,10,0,46,0,0,3,0,34,0,0,0,6,0,0,0,2,39,0,0,12,88,43,0,0,63,0,0,12,0,0,11,0,0,2,12,0,71,27,0,78,0,0,11,0,0,0,0,8,0,0,4,0,0,0,0,5,0,0,0,3,0,11,0,10,0,3,0,0,6,0,16,7,0,0,66,3,42,0,5,27,0,25,0,0,11,0,0,32,22,15,0,0,61,0,10,0,0,0,2,0,3,3,8,0,2,21,0,11,61,0,4,0,0,28,20,0,0,0,18
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,57,1,0,55,49,0,362,485,0,0,5,0,287,930,0,1,0,0,3,0,0,51,0,171,8,0,0,0,0,483,5,0,0,5,24,0,1,109,20,0,0,0,12,0,0,0,28,0,0,136,1,46,0,0,0,31,0,0,0,0,0,124,196,114,0,173,0,2,1484,64,0,0,202,99,0,0,0,177,0,206,0,5,228,57,0,22,220,0,0,0,0,0,20,16,95,0,15,875,0,17,0,0,0,67,0,0,0,0,0,0,1,151,3,0,40,36,0,0,259,10,226,16,0,0,106,0,0,0,0,0,3,0,3,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,7,0,4,95,0,41,65,0,0,21,0,0,0,26,0,0,0,0,0,75,79,1,0,0,786,0,1,5,7,0,76,58,0,75,1,0,1097,0,48,0,0,0,0,0,29,12,0,0,0,0,0,24,0,4,0,0,3,0,1,32,0,0,10,0,63,1,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,58,0,0,1,0,11,11,32,0,19,8,0,17,16,0,0,10,0,32,0,0,0,8,0,9,0,0,0,15,39,0,15,0,5,80,0,0,0,64,73,0,10,522,0,0,15,2,0,0,0,7,0,0,0,0,60,0,0,7,2,0,0,6,0,60,4,7,0,16,5,0,0,0,2,122,33,3,0,40,11,6,0,10,0,5,0,6,0,0,2,0,15,30,45,8,0,0,51,0,31,0,5,25,0,34,0,2,11,0,1,15,0,1,0,17,7,0,0,0,61,12,33,0,0,0,6,0,4,6,0,0,0,0,0,0,0,0,30,920,0,9,0,0,0,0,36,7,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,47,0,290,0,0,0,0,1,0,1,0,0,0,0,3,0,17,0,11,11,0,23,0,0,11,0,3,7,0,0,0,0,0,0,0,0,0,23,0,36,2,0,0
0.22,5.87559486249557,0.596889807440266,30.0282286520819,29.6607520919448,28.3113217058171,1.34943038612764,3,59,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,0,129,0,45,6,39,0,698,2,0,0,0,0,126,0,36,0,0,3,0,0,0,38,8,0,0,3,80,2,42,0,12,0,0,37,0,241,0,0,83,0,56,0,128,4,1,1034,0,0,0,0,69,0,3,0,9,0,180,223,0,236,58,0,11,182,0,0,0,0,0,7,0,91,0,9,662,0,0,341,290,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11,146,0,280,0,396,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,0,25,0,0,0,5,0,0,0,49,0,0,0,0,48,2,1,32,0,0,0,0,0,0,0,44,0,0,2,0,63,0,0,0,0,1111,8,0,0,0,1,115,40,0,27,0,0,0,220,57,0,0,0,0,0,62,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,75,0,1
